order_id,order_date,store_id,order_status,payment_method
ORD-0027618,2024-11-03,ONLINE-SE,completed,klarna
ORD-0027619,2024-11-03,ONLINE-SE,completed,card
ORD-0027620,2024-11-03,ONLINE-SE,completed,card
ORD-0027621,2024-11-03,ONLINE-SE,completed,card
ORD-0027622,2024-11-03,ONLINE-SE,completed,klarna
ORD-0027623,2024-11-03,ONLINE-SE,completed,swish
ORD-0027624,2024-11-03,ONLINE-SE,completed,klarna
ORD-0027625,2024-11-03,ONLINE-SE,completed,card
ORD-0027626,2024-11-03,STO-001,completed,card
ORD-0027627,2024-11-03,STO-001,completed,card
ORD-0027628,2024-11-03,STO-001,completed,card
ORD-0027629,2024-11-03,STO-001,completed,klarna
ORD-0027630,2024-11-03,STO-001,completed,gift_card
ORD-0027631,2024-11-03,STO-001,completed,swish
ORD-0027632,2024-11-03,STO-001,completed,klarna
ORD-0027633,2024-11-03,STO-001,completed,card
ORD-0027634,2024-11-03,STO-001,completed,card
ORD-0027635,2024-11-03,STO-001,completed,card
ORD-0027636,2024-11-03,STO-001,completed,card
ORD-0027637,2024-11-03,STO-001,completed,swish
ORD-0027638,2024-11-03,STO-001,completed,klarna
ORD-0027639,2024-11-03,STO-001,completed,card
ORD-0027640,2024-11-03,STO-002,completed,swish
ORD-0027641,2024-11-03,STO-002,completed,card
ORD-0027642,2024-11-03,STO-002,completed,card
ORD-0027643,2024-11-03,STO-002,completed,swish
ORD-0027644,2024-11-03,STO-002,completed,klarna
ORD-0027645,2024-11-03,STO-002,completed,card
ORD-0027646,2024-11-03,STO-002,completed,card
ORD-0027647,2024-11-03,STO-002,completed,card
ORD-0027648,2024-11-03,STO-002,completed,swish
ORD-0027649,2024-11-03,STO-002,completed,card
ORD-0027650,2024-11-03,STO-002,completed,card
ORD-0027651,2024-11-03,STO-002,completed,card
ORD-0027652,2024-11-03,STO-002,completed,card
ORD-0027653,2024-11-03,STO-002,completed,swish
ORD-0027654,2024-11-03,STO-002,completed,card
ORD-0027655,2024-11-03,STO-002,completed,card
ORD-0027656,2024-11-03,STO-002,completed,klarna
ORD-0027657,2024-11-03,STO-002,completed,card
ORD-0027658,2024-11-03,STO-003,completed,gift_card
ORD-0027659,2024-11-03,STO-003,completed,swish
ORD-0027660,2024-11-03,STO-003,completed,swish
ORD-0027661,2024-11-03,STO-003,completed,card
ORD-0027662,2024-11-03,STO-003,completed,klarna
ORD-0027663,2024-11-03,STO-003,completed,swish
ORD-0027664,2024-11-03,STO-003,completed,card
ORD-0027665,2024-11-03,STO-003,completed,card
ORD-0027666,2024-11-03,UPP-001,completed,klarna
ORD-0027667,2024-11-03,UPP-001,completed,card
ORD-0027668,2024-11-03,UPP-001,cancelled,card
ORD-0027669,2024-11-03,UPP-001,completed,swish
ORD-0027670,2024-11-03,UPP-001,completed,card
ORD-0027671,2024-11-03,UPP-001,completed,swish
ORD-0027672,2024-11-03,UPP-001,completed,swish
ORD-0027673,2024-11-03,UPP-001,completed,klarna
ORD-0027674,2024-11-03,UPP-001,completed,card
ORD-0027675,2024-11-03,UPP-002,completed,card
ORD-0027676,2024-11-03,UPP-002,completed,klarna
ORD-0027677,2024-11-03,UPP-002,completed,card
ORD-0027678,2024-11-03,UPP-002,completed,card
ORD-0027679,2024-11-03,UPP-002,completed,swish
ORD-0027680,2024-11-03,UPP-002,completed,card
ORD-0027681,2024-11-03,UPP-002,completed,card
ORD-0027682,2024-11-03,UPP-002,completed,swish
ORD-0027683,2024-11-03,UPP-003,completed,swish
ORD-0027684,2024-11-03,UPP-003,completed,gift_card
ORD-0027685,2024-11-03,UPP-003,completed,swish
ORD-0027686,2024-11-03,UPP-003,completed,swish
ORD-0027687,2024-11-03,UPP-003,completed,card
ORD-0027688,2024-11-03,UPP-003,completed,card
ORD-0027689,2024-11-03,GOT-001,completed,card
ORD-0027690,2024-11-03,GOT-001,completed,card
ORD-0027691,2024-11-03,GOT-001,completed,card
ORD-0027692,2024-11-03,GOT-001,completed,card
ORD-0027693,2024-11-03,GOT-001,completed,card
ORD-0027694,2024-11-03,GOT-001,completed,card
ORD-0027695,2024-11-03,GOT-001,completed,gift_card
ORD-0027696,2024-11-03,GOT-001,completed,gift_card
ORD-0027697,2024-11-03,GOT-001,completed,swish
ORD-0027698,2024-11-03,GOT-001,completed,card
ORD-0027699,2024-11-03,GOT-001,completed,klarna
ORD-0027700,2024-11-03,GOT-001,completed,gift_card
ORD-0027701,2024-11-03,GOT-002,completed,card
ORD-0027702,2024-11-03,GOT-002,completed,klarna
ORD-0027703,2024-11-03,GOT-002,completed,card
ORD-0027704,2024-11-03,GOT-002,completed,card
ORD-0027705,2024-11-03,GOT-002,completed,card
ORD-0027706,2024-11-03,GOT-002,completed,card
ORD-0027707,2024-11-03,GOT-002,completed,card
ORD-0027708,2024-11-03,GOT-002,completed,swish
ORD-0027709,2024-11-03,GOT-002,completed,card
ORD-0027710,2024-11-03,GOT-002,completed,card
ORD-0027711,2024-11-03,GOT-002,completed,card
ORD-0027712,2024-11-03,GOT-002,completed,gift_card
ORD-0027713,2024-11-03,GOT-002,completed,klarna
ORD-0027714,2024-11-03,GOT-002,completed,card
ORD-0027715,2024-11-03,GOT-002,completed,card
ORD-0027716,2024-11-03,GOT-003,completed,card
ORD-0027717,2024-11-03,GOT-003,completed,gift_card
ORD-0027718,2024-11-03,GOT-003,completed,klarna
ORD-0027719,2024-11-03,GOT-003,completed,klarna
ORD-0027720,2024-11-03,GOT-003,completed,swish
ORD-0027721,2024-11-03,GOT-003,completed,card
ORD-0027722,2024-11-03,GOT-003,completed,klarna
ORD-0027723,2024-11-03,GOT-003,completed,swish
ORD-0027724,2024-11-03,GOT-003,completed,card
ORD-0027725,2024-11-04,ONLINE-SE,completed,gift_card
ORD-0027726,2024-11-04,ONLINE-SE,completed,swish
ORD-0027727,2024-11-04,ONLINE-SE,completed,gift_card
ORD-0027728,2024-11-04,ONLINE-SE,completed,swish
ORD-0027729,2024-11-04,ONLINE-SE,completed,card
ORD-0027730,2024-11-04,ONLINE-SE,completed,card
ORD-0027731,2024-11-04,ONLINE-SE,completed,card
ORD-0027732,2024-11-04,ONLINE-SE,completed,card
ORD-0027733,2024-11-04,ONLINE-SE,completed,card
ORD-0027734,2024-11-04,ONLINE-SE,completed,klarna
ORD-0027735,2024-11-04,ONLINE-SE,completed,card
ORD-0027736,2024-11-04,ONLINE-SE,completed,swish
ORD-0027737,2024-11-04,ONLINE-SE,completed,klarna
ORD-0027738,2024-11-04,ONLINE-SE,completed,klarna
ORD-0027739,2024-11-04,ONLINE-SE,completed,card
ORD-0027740,2024-11-04,ONLINE-SE,completed,klarna
ORD-0027741,2024-11-04,ONLINE-SE,cancelled,swish
ORD-0027742,2024-11-04,ONLINE-SE,completed,klarna
ORD-0027743,2024-11-04,ONLINE-SE,completed,swish
ORD-0027744,2024-11-04,ONLINE-SE,completed,card
ORD-0027745,2024-11-04,ONLINE-SE,completed,card
ORD-0027746,2024-11-04,ONLINE-SE,completed,card
ORD-0027747,2024-11-04,STO-001,cancelled,klarna
ORD-0027748,2024-11-04,STO-001,completed,card
ORD-0027749,2024-11-04,STO-001,completed,gift_card
ORD-0027750,2024-11-04,STO-001,completed,swish
ORD-0027751,2024-11-04,STO-001,completed,card
ORD-0027752,2024-11-04,STO-001,completed,swish
ORD-0027753,2024-11-04,STO-001,completed,klarna
ORD-0027754,2024-11-04,STO-001,completed,swish
ORD-0027755,2024-11-04,STO-001,completed,swish
ORD-0027756,2024-11-04,STO-001,completed,card
ORD-0027757,2024-11-04,STO-001,completed,card
ORD-0027758,2024-11-04,STO-001,completed,card
ORD-0027759,2024-11-04,STO-001,completed,swish
ORD-0027760,2024-11-04,STO-002,completed,swish
ORD-0027761,2024-11-04,STO-002,completed,card
ORD-0027762,2024-11-04,STO-002,completed,card
ORD-0027763,2024-11-04,STO-002,completed,card
ORD-0027764,2024-11-04,STO-002,completed,swish
ORD-0027765,2024-11-04,STO-002,completed,swish
ORD-0027766,2024-11-04,STO-002,completed,card
ORD-0027767,2024-11-04,STO-002,completed,klarna
ORD-0027768,2024-11-04,STO-002,completed,swish
ORD-0027769,2024-11-04,STO-002,completed,card
ORD-0027770,2024-11-04,STO-003,completed,swish
ORD-0027771,2024-11-04,STO-003,completed,card
ORD-0027772,2024-11-04,STO-003,completed,klarna
ORD-0027773,2024-11-04,STO-003,completed,swish
ORD-0027774,2024-11-04,STO-003,completed,swish
ORD-0027775,2024-11-04,STO-003,completed,gift_card
ORD-0027776,2024-11-04,STO-003,completed,card
ORD-0027777,2024-11-04,STO-003,completed,card
ORD-0027778,2024-11-04,UPP-001,completed,card
ORD-0027779,2024-11-04,UPP-001,completed,card
ORD-0027780,2024-11-04,UPP-001,completed,swish
ORD-0027781,2024-11-04,UPP-001,completed,card
ORD-0027782,2024-11-04,UPP-001,completed,card
ORD-0027783,2024-11-04,UPP-001,completed,swish
ORD-0027784,2024-11-04,UPP-001,completed,swish
ORD-0027785,2024-11-04,UPP-002,completed,swish
ORD-0027786,2024-11-04,UPP-002,completed,card
ORD-0027787,2024-11-04,UPP-002,completed,swish
ORD-0027788,2024-11-04,UPP-002,completed,klarna
ORD-0027789,2024-11-04,UPP-002,completed,klarna
ORD-0027790,2024-11-04,UPP-003,completed,card
ORD-0027791,2024-11-04,UPP-003,completed,card
ORD-0027792,2024-11-04,UPP-003,cancelled,card
ORD-0027793,2024-11-04,UPP-003,completed,swish
ORD-0027794,2024-11-04,UPP-003,completed,gift_card
ORD-0027795,2024-11-04,UPP-003,completed,swish
ORD-0027796,2024-11-04,GOT-001,completed,card
ORD-0027797,2024-11-04,GOT-001,completed,swish
ORD-0027798,2024-11-04,GOT-001,completed,klarna
ORD-0027799,2024-11-04,GOT-001,completed,card
ORD-0027800,2024-11-04,GOT-001,completed,swish
ORD-0027801,2024-11-04,GOT-001,completed,card
ORD-0027802,2024-11-04,GOT-001,completed,klarna
ORD-0027803,2024-11-04,GOT-001,completed,card
ORD-0027804,2024-11-04,GOT-001,completed,klarna
ORD-0027805,2024-11-04,GOT-002,completed,swish
ORD-0027806,2024-11-04,GOT-002,completed,klarna
ORD-0027807,2024-11-04,GOT-002,completed,card
ORD-0027808,2024-11-04,GOT-002,completed,card
ORD-0027809,2024-11-04,GOT-002,completed,swish
ORD-0027810,2024-11-04,GOT-002,completed,card
ORD-0027811,2024-11-04,GOT-002,completed,swish
ORD-0027812,2024-11-04,GOT-002,completed,klarna
ORD-0027813,2024-11-04,GOT-003,completed,swish
ORD-0027814,2024-11-04,GOT-003,completed,klarna
ORD-0027815,2024-11-04,GOT-003,completed,klarna
ORD-0027816,2024-11-04,GOT-003,completed,card
ORD-0027817,2024-11-04,GOT-003,completed,swish
ORD-0027818,2024-11-04,GOT-003,completed,gift_card
ORD-0027819,2024-11-04,GOT-003,completed,card
ORD-0027820,2024-11-04,GOT-003,completed,swish
ORD-0027821,2024-11-05,ONLINE-SE,completed,klarna
ORD-0027822,2024-11-05,ONLINE-SE,completed,card
ORD-0027823,2024-11-05,ONLINE-SE,completed,klarna
ORD-0027824,2024-11-05,ONLINE-SE,completed,klarna
ORD-0027825,2024-11-05,ONLINE-SE,completed,swish
ORD-0027826,2024-11-05,ONLINE-SE,completed,card
ORD-0027827,2024-11-05,ONLINE-SE,completed,card
ORD-0027828,2024-11-05,ONLINE-SE,completed,card
ORD-0027829,2024-11-05,ONLINE-SE,completed,klarna
ORD-0027830,2024-11-05,ONLINE-SE,completed,card
ORD-0027831,2024-11-05,ONLINE-SE,completed,card
ORD-0027832,2024-11-05,ONLINE-SE,completed,card
ORD-0027833,2024-11-05,ONLINE-SE,completed,card
ORD-0027834,2024-11-05,ONLINE-SE,completed,card
ORD-0027835,2024-11-05,ONLINE-SE,completed,klarna
ORD-0027836,2024-11-05,ONLINE-SE,completed,swish
ORD-0027837,2024-11-05,ONLINE-SE,completed,gift_card
ORD-0027838,2024-11-05,ONLINE-SE,completed,klarna
ORD-0027839,2024-11-05,ONLINE-SE,completed,card
ORD-0027840,2024-11-05,ONLINE-SE,completed,klarna
ORD-0027841,2024-11-05,STO-001,completed,klarna
ORD-0027842,2024-11-05,STO-001,completed,card
ORD-0027843,2024-11-05,STO-001,completed,card
ORD-0027844,2024-11-05,STO-001,completed,card
ORD-0027845,2024-11-05,STO-001,completed,card
ORD-0027846,2024-11-05,STO-001,completed,swish
ORD-0027847,2024-11-05,STO-001,completed,card
ORD-0027848,2024-11-05,STO-001,completed,card
ORD-0027849,2024-11-05,STO-001,completed,card
ORD-0027850,2024-11-05,STO-001,completed,card
ORD-0027851,2024-11-05,STO-001,completed,card
ORD-0027852,2024-11-05,STO-001,completed,swish
ORD-0027853,2024-11-05,STO-001,completed,card
ORD-0027854,2024-11-05,STO-002,completed,swish
ORD-0027855,2024-11-05,STO-002,completed,swish
ORD-0027856,2024-11-05,STO-002,completed,card
ORD-0027857,2024-11-05,STO-002,completed,swish
ORD-0027858,2024-11-05,STO-002,completed,card
ORD-0027859,2024-11-05,STO-002,completed,swish
ORD-0027860,2024-11-05,STO-002,completed,swish
ORD-0027861,2024-11-05,STO-002,completed,gift_card
ORD-0027862,2024-11-05,STO-002,completed,card
ORD-0027863,2024-11-05,STO-002,completed,swish
ORD-0027864,2024-11-05,STO-002,completed,card
ORD-0027865,2024-11-05,STO-003,completed,card
ORD-0027866,2024-11-05,STO-003,completed,swish
ORD-0027867,2024-11-05,STO-003,completed,card
ORD-0027868,2024-11-05,STO-003,completed,swish
ORD-0027869,2024-11-05,STO-003,completed,swish
ORD-0027870,2024-11-05,STO-003,completed,card
ORD-0027871,2024-11-05,STO-003,completed,swish
ORD-0027872,2024-11-05,STO-003,completed,swish
ORD-0027873,2024-11-05,STO-003,completed,klarna
ORD-0027874,2024-11-05,UPP-001,completed,card
ORD-0027875,2024-11-05,UPP-001,completed,swish
ORD-0027876,2024-11-05,UPP-001,completed,card
ORD-0027877,2024-11-05,UPP-001,completed,swish
ORD-0027878,2024-11-05,UPP-001,completed,card
ORD-0027879,2024-11-05,UPP-001,completed,swish
ORD-0027880,2024-11-05,UPP-001,completed,swish
ORD-0027881,2024-11-05,UPP-002,completed,card
ORD-0027882,2024-11-05,UPP-002,completed,swish
ORD-0027883,2024-11-05,UPP-002,completed,klarna
ORD-0027884,2024-11-05,UPP-002,completed,klarna
ORD-0027885,2024-11-05,UPP-002,completed,gift_card
ORD-0027886,2024-11-05,UPP-003,completed,card
ORD-0027887,2024-11-05,UPP-003,completed,klarna
ORD-0027888,2024-11-05,UPP-003,completed,gift_card
ORD-0027889,2024-11-05,UPP-003,completed,card
ORD-0027890,2024-11-05,UPP-003,completed,card
ORD-0027891,2024-11-05,GOT-001,completed,card
ORD-0027892,2024-11-05,GOT-001,completed,card
ORD-0027893,2024-11-05,GOT-001,completed,card
ORD-0027894,2024-11-05,GOT-001,completed,card
ORD-0027895,2024-11-05,GOT-001,completed,card
ORD-0027896,2024-11-05,GOT-001,completed,card
ORD-0027897,2024-11-05,GOT-001,completed,swish
ORD-0027898,2024-11-05,GOT-001,completed,swish
ORD-0027899,2024-11-05,GOT-001,completed,swish
ORD-0027900,2024-11-05,GOT-001,completed,swish
ORD-0027901,2024-11-05,GOT-001,completed,gift_card
ORD-0027902,2024-11-05,GOT-001,completed,swish
ORD-0027903,2024-11-05,GOT-002,completed,swish
ORD-0027904,2024-11-05,GOT-002,completed,swish
ORD-0027905,2024-11-05,GOT-002,completed,swish
ORD-0027906,2024-11-05,GOT-002,completed,swish
ORD-0027907,2024-11-05,GOT-002,completed,gift_card
ORD-0027908,2024-11-05,GOT-002,completed,klarna
ORD-0027909,2024-11-05,GOT-002,completed,card
ORD-0027910,2024-11-05,GOT-002,completed,swish
ORD-0027911,2024-11-05,GOT-002,completed,card
ORD-0027912,2024-11-05,GOT-002,completed,swish
ORD-0027913,2024-11-05,GOT-002,completed,card
ORD-0027914,2024-11-05,GOT-002,completed,swish
ORD-0027915,2024-11-05,GOT-003,completed,card
ORD-0027916,2024-11-05,GOT-003,completed,gift_card
ORD-0027917,2024-11-05,GOT-003,completed,card
ORD-0027918,2024-11-05,GOT-003,completed,klarna
ORD-0027919,2024-11-05,GOT-003,completed,swish
ORD-0027920,2024-11-05,GOT-003,completed,swish
ORD-0027921,2024-11-05,GOT-003,cancelled,swish
ORD-0027922,2024-11-05,GOT-003,completed,klarna
ORD-0027923,2024-11-06,ONLINE-SE,completed,card
ORD-0027924,2024-11-06,ONLINE-SE,completed,card
ORD-0027925,2024-11-06,ONLINE-SE,completed,gift_card
ORD-0027926,2024-11-06,ONLINE-SE,completed,card
ORD-0027927,2024-11-06,ONLINE-SE,completed,gift_card
ORD-0027928,2024-11-06,ONLINE-SE,completed,card
ORD-0027929,2024-11-06,ONLINE-SE,completed,swish
ORD-0027930,2024-11-06,ONLINE-SE,completed,card
ORD-0027931,2024-11-06,ONLINE-SE,completed,klarna
ORD-0027932,2024-11-06,ONLINE-SE,completed,klarna
ORD-0027933,2024-11-06,ONLINE-SE,completed,card
ORD-0027934,2024-11-06,ONLINE-SE,completed,klarna
ORD-0027935,2024-11-06,ONLINE-SE,completed,klarna
ORD-0027936,2024-11-06,ONLINE-SE,cancelled,card
ORD-0027937,2024-11-06,ONLINE-SE,completed,card
ORD-0027938,2024-11-06,ONLINE-SE,completed,card
ORD-0027939,2024-11-06,ONLINE-SE,completed,card
ORD-0027940,2024-11-06,ONLINE-SE,completed,klarna
ORD-0027941,2024-11-06,ONLINE-SE,completed,gift_card
ORD-0027942,2024-11-06,ONLINE-SE,completed,klarna
ORD-0027943,2024-11-06,STO-001,completed,swish
ORD-0027944,2024-11-06,STO-001,completed,swish
ORD-0027945,2024-11-06,STO-001,completed,card
ORD-0027946,2024-11-06,STO-001,completed,gift_card
ORD-0027947,2024-11-06,STO-001,completed,swish
ORD-0027948,2024-11-06,STO-001,completed,swish
ORD-0027949,2024-11-06,STO-001,completed,gift_card
ORD-0027950,2024-11-06,STO-001,completed,card
ORD-0027951,2024-11-06,STO-001,completed,card
ORD-0027952,2024-11-06,STO-001,completed,card
ORD-0027953,2024-11-06,STO-001,completed,card
ORD-0027954,2024-11-06,STO-001,completed,card
ORD-0027955,2024-11-06,STO-001,completed,card
ORD-0027956,2024-11-06,STO-001,completed,swish
ORD-0027957,2024-11-06,STO-002,completed,card
ORD-0027958,2024-11-06,STO-002,completed,card
ORD-0027959,2024-11-06,STO-002,completed,swish
ORD-0027960,2024-11-06,STO-002,completed,gift_card
ORD-0027961,2024-11-06,STO-002,completed,card
ORD-0027962,2024-11-06,STO-002,completed,swish
ORD-0027963,2024-11-06,STO-002,completed,gift_card
ORD-0027964,2024-11-06,STO-002,completed,swish
ORD-0027965,2024-11-06,STO-002,completed,klarna
ORD-0027966,2024-11-06,STO-002,completed,swish
ORD-0027967,2024-11-06,STO-002,completed,card
ORD-0027968,2024-11-06,STO-003,completed,card
ORD-0027969,2024-11-06,STO-003,completed,card
ORD-0027970,2024-11-06,STO-003,completed,klarna
ORD-0027971,2024-11-06,STO-003,completed,card
ORD-0027972,2024-11-06,STO-003,completed,card
ORD-0027973,2024-11-06,STO-003,completed,card
ORD-0027974,2024-11-06,UPP-001,completed,card
ORD-0027975,2024-11-06,UPP-001,completed,card
ORD-0027976,2024-11-06,UPP-001,completed,swish
ORD-0027977,2024-11-06,UPP-001,completed,card
ORD-0027978,2024-11-06,UPP-001,completed,swish
ORD-0027979,2024-11-06,UPP-001,completed,card
ORD-0027980,2024-11-06,UPP-001,completed,card
ORD-0027981,2024-11-06,UPP-001,completed,swish
ORD-0027982,2024-11-06,UPP-002,completed,klarna
ORD-0027983,2024-11-06,UPP-002,completed,card
ORD-0027984,2024-11-06,UPP-002,completed,card
ORD-0027985,2024-11-06,UPP-002,completed,card
ORD-0027986,2024-11-06,UPP-002,completed,gift_card
ORD-0027987,2024-11-06,UPP-003,completed,card
ORD-0027988,2024-11-06,UPP-003,completed,card
ORD-0027989,2024-11-06,UPP-003,completed,card
ORD-0027990,2024-11-06,GOT-001,completed,klarna
ORD-0027991,2024-11-06,GOT-001,completed,card
ORD-0027992,2024-11-06,GOT-001,completed,swish
ORD-0027993,2024-11-06,GOT-001,completed,swish
ORD-0027994,2024-11-06,GOT-001,completed,klarna
ORD-0027995,2024-11-06,GOT-001,completed,klarna
ORD-0027996,2024-11-06,GOT-001,completed,card
ORD-0027997,2024-11-06,GOT-001,completed,card
ORD-0027998,2024-11-06,GOT-001,completed,card
ORD-0027999,2024-11-06,GOT-001,completed,card
ORD-0028000,2024-11-06,GOT-001,completed,klarna
ORD-0028001,2024-11-06,GOT-001,cancelled,swish
ORD-0028002,2024-11-06,GOT-002,completed,klarna
ORD-0028003,2024-11-06,GOT-002,completed,gift_card
ORD-0028004,2024-11-06,GOT-002,completed,swish
ORD-0028005,2024-11-06,GOT-002,completed,swish
ORD-0028006,2024-11-06,GOT-002,completed,card
ORD-0028007,2024-11-06,GOT-002,completed,card
ORD-0028008,2024-11-06,GOT-002,completed,swish
ORD-0028009,2024-11-06,GOT-002,completed,card
ORD-0028010,2024-11-06,GOT-002,completed,klarna
ORD-0028011,2024-11-06,GOT-002,completed,card
ORD-0028012,2024-11-06,GOT-003,completed,card
ORD-0028013,2024-11-06,GOT-003,completed,card
ORD-0028014,2024-11-06,GOT-003,completed,swish
ORD-0028015,2024-11-06,GOT-003,completed,card
ORD-0028016,2024-11-06,GOT-003,completed,klarna
ORD-0028017,2024-11-06,GOT-003,completed,card
ORD-0028018,2024-11-06,GOT-003,completed,card
ORD-0028019,2024-11-06,GOT-003,completed,klarna
ORD-0028020,2024-11-07,ONLINE-SE,completed,gift_card
ORD-0028021,2024-11-07,ONLINE-SE,completed,klarna
ORD-0028022,2024-11-07,ONLINE-SE,completed,card
ORD-0028023,2024-11-07,ONLINE-SE,completed,card
ORD-0028024,2024-11-07,ONLINE-SE,completed,klarna
ORD-0028025,2024-11-07,ONLINE-SE,completed,klarna
ORD-0028026,2024-11-07,ONLINE-SE,completed,klarna
ORD-0028027,2024-11-07,ONLINE-SE,completed,card
ORD-0028028,2024-11-07,ONLINE-SE,completed,card
ORD-0028029,2024-11-07,ONLINE-SE,completed,klarna
ORD-0028030,2024-11-07,ONLINE-SE,completed,card
ORD-0028031,2024-11-07,ONLINE-SE,completed,klarna
ORD-0028032,2024-11-07,ONLINE-SE,completed,klarna
ORD-0028033,2024-11-07,ONLINE-SE,cancelled,card
ORD-0028034,2024-11-07,ONLINE-SE,completed,klarna
ORD-0028035,2024-11-07,ONLINE-SE,completed,klarna
ORD-0028036,2024-11-07,ONLINE-SE,completed,klarna
ORD-0028037,2024-11-07,STO-001,completed,card
ORD-0028038,2024-11-07,STO-001,completed,swish
ORD-0028039,2024-11-07,STO-001,completed,swish
ORD-0028040,2024-11-07,STO-001,completed,swish
ORD-0028041,2024-11-07,STO-001,completed,gift_card
ORD-0028042,2024-11-07,STO-001,completed,card
ORD-0028043,2024-11-07,STO-001,completed,swish
ORD-0028044,2024-11-07,STO-001,completed,card
ORD-0028045,2024-11-07,STO-001,completed,card
ORD-0028046,2024-11-07,STO-001,completed,swish
ORD-0028047,2024-11-07,STO-001,completed,card
ORD-0028048,2024-11-07,STO-001,completed,card
ORD-0028049,2024-11-07,STO-001,completed,swish
ORD-0028050,2024-11-07,STO-001,cancelled,swish
ORD-0028051,2024-11-07,STO-002,completed,gift_card
ORD-0028052,2024-11-07,STO-002,completed,card
ORD-0028053,2024-11-07,STO-002,completed,card
ORD-0028054,2024-11-07,STO-002,completed,gift_card
ORD-0028055,2024-11-07,STO-002,completed,card
ORD-0028056,2024-11-07,STO-002,completed,klarna
ORD-0028057,2024-11-07,STO-002,completed,card
ORD-0028058,2024-11-07,STO-002,completed,card
ORD-0028059,2024-11-07,STO-002,completed,card
ORD-0028060,2024-11-07,STO-002,completed,swish
ORD-0028061,2024-11-07,STO-002,completed,card
ORD-0028062,2024-11-07,STO-003,completed,card
ORD-0028063,2024-11-07,STO-003,completed,swish
ORD-0028064,2024-11-07,STO-003,completed,swish
ORD-0028065,2024-11-07,STO-003,completed,klarna
ORD-0028066,2024-11-07,STO-003,completed,card
ORD-0028067,2024-11-07,STO-003,completed,card
ORD-0028068,2024-11-07,STO-003,completed,card
ORD-0028069,2024-11-07,UPP-001,completed,gift_card
ORD-0028070,2024-11-07,UPP-001,completed,card
ORD-0028071,2024-11-07,UPP-001,completed,card
ORD-0028072,2024-11-07,UPP-001,completed,swish
ORD-0028073,2024-11-07,UPP-001,completed,card
ORD-0028074,2024-11-07,UPP-001,completed,card
ORD-0028075,2024-11-07,UPP-001,completed,klarna
ORD-0028076,2024-11-07,UPP-001,completed,swish
ORD-0028077,2024-11-07,UPP-002,completed,card
ORD-0028078,2024-11-07,UPP-002,completed,card
ORD-0028079,2024-11-07,UPP-002,completed,card
ORD-0028080,2024-11-07,UPP-002,cancelled,card
ORD-0028081,2024-11-07,UPP-002,completed,swish
ORD-0028082,2024-11-07,UPP-002,completed,klarna
ORD-0028083,2024-11-07,UPP-003,completed,swish
ORD-0028084,2024-11-07,UPP-003,completed,card
ORD-0028085,2024-11-07,UPP-003,completed,card
ORD-0028086,2024-11-07,UPP-003,completed,swish
ORD-0028087,2024-11-07,UPP-003,completed,card
ORD-0028088,2024-11-07,GOT-001,completed,klarna
ORD-0028089,2024-11-07,GOT-001,completed,card
ORD-0028090,2024-11-07,GOT-001,completed,klarna
ORD-0028091,2024-11-07,GOT-001,completed,card
ORD-0028092,2024-11-07,GOT-001,completed,card
ORD-0028093,2024-11-07,GOT-001,completed,swish
ORD-0028094,2024-11-07,GOT-001,completed,klarna
ORD-0028095,2024-11-07,GOT-001,completed,klarna
ORD-0028096,2024-11-07,GOT-001,completed,card
ORD-0028097,2024-11-07,GOT-001,completed,card
ORD-0028098,2024-11-07,GOT-001,completed,card
ORD-0028099,2024-11-07,GOT-002,completed,card
ORD-0028100,2024-11-07,GOT-002,completed,card
ORD-0028101,2024-11-07,GOT-002,completed,swish
ORD-0028102,2024-11-07,GOT-002,completed,klarna
ORD-0028103,2024-11-07,GOT-002,completed,card
ORD-0028104,2024-11-07,GOT-002,completed,gift_card
ORD-0028105,2024-11-07,GOT-002,completed,klarna
ORD-0028106,2024-11-07,GOT-002,completed,card
ORD-0028107,2024-11-07,GOT-002,completed,card
ORD-0028108,2024-11-07,GOT-002,completed,card
ORD-0028109,2024-11-07,GOT-003,completed,swish
ORD-0028110,2024-11-07,GOT-003,completed,gift_card
ORD-0028111,2024-11-07,GOT-003,completed,card
ORD-0028112,2024-11-07,GOT-003,completed,swish
ORD-0028113,2024-11-07,GOT-003,completed,card
ORD-0028114,2024-11-07,GOT-003,cancelled,card
ORD-0028115,2024-11-07,GOT-003,completed,card
ORD-0028116,2024-11-08,ONLINE-SE,completed,klarna
ORD-0028117,2024-11-08,ONLINE-SE,completed,card
ORD-0028118,2024-11-08,ONLINE-SE,completed,card
ORD-0028119,2024-11-08,ONLINE-SE,completed,klarna
ORD-0028120,2024-11-08,ONLINE-SE,completed,card
ORD-0028121,2024-11-08,ONLINE-SE,completed,klarna
ORD-0028122,2024-11-08,ONLINE-SE,completed,card
ORD-0028123,2024-11-08,ONLINE-SE,completed,card
ORD-0028124,2024-11-08,ONLINE-SE,completed,card
ORD-0028125,2024-11-08,ONLINE-SE,completed,card
ORD-0028126,2024-11-08,ONLINE-SE,completed,swish
ORD-0028127,2024-11-08,ONLINE-SE,completed,klarna
ORD-0028128,2024-11-08,ONLINE-SE,completed,klarna
ORD-0028129,2024-11-08,ONLINE-SE,completed,card
ORD-0028130,2024-11-08,ONLINE-SE,completed,gift_card
ORD-0028131,2024-11-08,ONLINE-SE,completed,card
